City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
422,Quatre Cocos,MU,-20.2078,57.7625,80.01,76,18,7.0,few clouds
423,Ballina,AU,-28.8667,153.5667,71.6,94,75,8.05,broken clouds
424,Mangrol,IN,21.1167,70.1167,78.85,71,0,4.38,clear sky
425,Qiqihar,CN,47.3408,123.9672,56.68,25,93,15.05,overcast clouds
426,Groningen,NL,53.25,6.75,46.0,87,90,17.27,light rain
427,Riverton,US,40.5219,-111.9391,68.0,32,1,5.75,clear sky
428,Jiwani,PK,25.05,61.7417,79.93,78,0,10.89,clear sky
429,Matagami,CA,49.7502,-77.6328,30.2,86,75,3.44,broken clouds
430,La Rioja,ES,42.25,-2.5,37.4,87,0,8.05,clear sky
431,Pinawa,CA,50.1489,-95.8811,46.38,73,98,9.26,overcast clouds
432,Sibolga,ID,1.7427,98.7792,81.3,76,100,0.25,overcast clouds
433,Grindavik,IS,63.8424,-22.4338,19.4,58,75,16.11,broken clouds
434,Bontang,ID,0.1333,117.5,81.81,79,99,3.0,overcast clouds
435,Clyde River,CA,70.4692,-68.5914,-14.8,76,40,9.22,scattered clouds
436,Corinto,GR,37.9407,22.9573,61.0,66,100,1.01,overcast clouds
437,Aguimes,ES,27.9054,-15.4461,64.4,63,40,9.22,scattered clouds
438,Aktash,RU,50.3,87.7333,18.16,59,0,4.88,clear sky
439,Pavia,IT,45.1845,9.1615,46.99,65,11,1.99,few clouds
440,Eureka,US,40.8021,-124.1637,51.01,83,93,3.0,overcast clouds
441,Port Alberni,CA,49.2413,-124.8028,52.0,52,0,1.99,clear sky
442,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,94,75,8.05,broken clouds
443,Acapulco,MX,16.8634,-99.8901,80.6,78,1,6.91,clear sky
444,Zhanaozen,KZ,43.3,52.8,44.44,86,1,7.14,clear sky
445,Jacqueville,CI,5.2052,-4.4146,84.2,84,20,6.91,few clouds
446,Xam Nua,LA,20.4197,104.0439,69.46,89,95,3.29,overcast clouds
447,Shizunai,JP,42.3339,142.3669,38.12,92,100,3.89,overcast clouds
448,Palu,ID,-0.8917,119.8707,89.17,55,59,2.86,broken clouds
449,Milkovo,RU,54.7167,158.6167,34.65,71,86,6.78,overcast clouds
450,Peniche,PT,39.3558,-9.3811,54.0,91,0,7.87,clear sky
451,Ixtapa,MX,20.7,-105.2,75.99,88,1,4.61,clear sky
452,Sangar,RU,63.9242,127.4739,-3.89,92,100,4.34,overcast clouds
453,Crateus,BR,-5.1783,-40.6775,75.52,74,87,0.78,overcast clouds
454,Itaituba,BR,-4.2761,-55.9836,75.81,89,87,2.42,overcast clouds
455,Tucumcari,US,35.1717,-103.725,71.6,26,1,10.36,clear sky
456,Xingyi,CN,24.1877,102.817,53.6,86,100,2.24,overcast clouds
457,Alanya,TR,36.5438,31.9998,50.0,93,0,6.91,clear sky
458,Evanston,US,42.0411,-87.6901,66.2,37,40,9.22,scattered clouds
459,Kuroiso,JP,36.9667,140.05,46.4,81,75,23.02,broken clouds
460,Basmat,IN,19.3167,77.1667,85.01,15,3,2.86,clear sky
461,Portland,US,45.5234,-122.6762,53.01,37,40,17.27,scattered clouds
462,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,75.2,88,75,5.75,broken clouds
463,Haines Junction,CA,60.7522,-137.5108,41.0,45,100,4.61,overcast clouds
464,Semporna,MY,4.4818,118.6112,78.8,89,20,3.44,few clouds
465,Kafue,ZM,-15.7691,28.1814,62.6,82,0,2.3,clear sky
466,Terra Boa,BR,-23.7681,-52.4442,65.62,71,43,5.57,light rain
467,Pangnirtung,CA,66.1451,-65.7125,-1.32,74,23,8.39,few clouds
468,Ossora,RU,59.2353,163.0719,21.7,85,100,18.81,overcast clouds
469,Pasighat,IN,28.0667,95.3333,79.3,29,32,1.41,scattered clouds
470,Moose Factory,CA,51.2585,-80.6094,26.6,93,1,2.3,clear sky
471,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.49,82,14,8.39,few clouds
472,Banda Aceh,ID,5.5577,95.3222,82.44,72,100,8.48,overcast clouds
473,Den Helder,NL,52.9599,4.7593,46.4,76,90,24.16,overcast clouds
474,Fagernes,NO,60.9858,9.2324,12.99,72,52,5.99,broken clouds
475,Dhidhdhoo,MV,6.8833,73.1,82.65,70,56,10.94,broken clouds
476,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.4,56,75,4.47,light snow
477,Marilia,BR,-22.2139,-49.9458,65.77,72,96,10.45,overcast clouds
478,Broken Hill,AU,-31.95,141.4333,80.6,32,0,14.97,clear sky
479,Mehamn,NO,71.0357,27.8492,34.92,94,100,6.71,overcast clouds
480,Hoi An,VN,15.8794,108.335,84.2,65,40,2.3,scattered clouds
481,Lardos,GR,36.0942,28.0157,62.6,82,40,16.11,scattered clouds
482,La Asuncion,VE,11.0333,-63.8628,80.6,61,21,12.66,few clouds
483,Eirunepe,BR,-6.6603,-69.8736,72.95,98,100,1.99,overcast clouds
484,Mitsamiouli,KM,-11.3847,43.2844,82.09,73,94,5.21,overcast clouds
485,Stryn,NO,61.9045,6.7226,19.99,94,100,3.98,light snow
486,Isangel,VU,-19.55,169.2667,79.92,61,31,15.55,scattered clouds
487,Teguise,ES,29.0605,-13.564,62.6,67,0,9.22,clear sky
488,Meiktila,MM,20.8667,95.8667,78.24,47,98,0.69,overcast clouds
489,Punta Alta,AR,-38.8759,-62.0736,69.17,62,2,13.87,clear sky
490,Port Hedland,AU,-20.3167,118.5667,96.8,16,67,9.22,broken clouds
491,Yar-Sale,RU,66.8333,70.8333,32.56,99,100,7.58,light snow
492,San Juan,AR,-31.5375,-68.5364,77.85,46,97,11.14,overcast clouds
493,Cockburn Town,TC,21.4612,-71.1419,73.87,72,100,24.96,overcast clouds
494,Troitskoye,RU,52.9821,84.6757,31.87,98,76,7.27,broken clouds
495,Riachao Das Neves,BR,-11.7461,-44.91,76.12,58,31,1.48,scattered clouds
496,Gizo,SB,-8.103,156.8419,84.56,73,89,7.56,light rain
497,Shar,KZ,49.5886,81.0453,38.28,52,17,10.18,few clouds
498,Jacareacanga,BR,-6.2222,-57.7528,78.58,78,100,1.7,overcast clouds
499,Eidsvag,NO,62.7767,8.0668,32.0,93,75,14.97,light snow
500,Otane,NZ,-39.8833,176.6333,80.01,41,100,5.01,overcast clouds
501,Dingle,PH,10.9995,122.6711,86.29,55,100,11.52,overcast clouds
502,Pueblo,US,38.2545,-104.6091,70.0,16,1,9.22,clear sky
503,Laguna,US,38.421,-121.4238,64.0,51,1,10.36,clear sky
504,Amapa,BR,1.0,-52.0,72.72,99,100,1.5,light rain
505,Naze,JP,28.3667,129.4833,66.2,72,75,20.71,broken clouds
506,Coahuayana,MX,18.7333,-103.6833,72.68,73,34,1.07,scattered clouds
507,Buala,SB,-8.145,159.5921,85.17,72,98,3.24,light rain
508,Campoverde,PE,-8.4753,-74.8058,78.8,94,40,4.61,scattered clouds
509,Port Hawkesbury,CA,45.6169,-61.3485,37.99,100,90,9.22,fog
510,Sobrance,SK,48.7445,22.1814,26.01,70,13,2.04,few clouds
511,Wiesmoor,DE,53.4167,7.7333,45.0,81,100,19.57,overcast clouds
512,Port Blair,IN,11.6667,92.75,82.67,71,5,6.96,clear sky
513,Belyy Yar,RU,53.6039,91.3903,35.6,64,83,2.24,smoke
514,Ostrovnoy,RU,68.0531,39.5131,33.48,90,100,18.54,overcast clouds
515,Trapani,IT,37.8333,12.6667,60.01,87,0,5.75,clear sky
516,Ponta Delgada,PT,37.7333,-25.6667,59.0,94,75,8.05,broken clouds
517,Doaba,PK,33.4244,70.7364,61.84,49,81,2.35,broken clouds
518,Yerbogachen,RU,61.2767,108.0108,3.87,80,33,2.95,scattered clouds
519,Alofi,NU,-19.0595,-169.9187,77.0,88,100,10.36,light rain
520,Atherton,GB,53.5237,-2.4935,44.01,53,100,21.0,overcast clouds
521,Pacific Grove,US,36.6177,-121.9166,54.0,81,100,1.99,overcast clouds
522,Iralaya,HN,15.0,-83.2333,75.74,86,29,11.95,scattered clouds
523,Kurumkan,RU,54.3,110.3,34.23,52,38,6.44,scattered clouds
524,Chkalovsk,RU,56.7647,43.2433,30.2,86,40,4.47,light snow
525,Zephyrhills,US,28.2336,-82.1812,64.0,59,1,5.99,clear sky
526,Varlamovo,RU,53.1897,48.4226,28.96,96,19,4.27,few clouds
527,Ios,GR,36.7333,25.2833,64.4,59,100,4.61,overcast clouds
528,Inhambane,MZ,-23.865,35.3833,66.97,81,0,5.93,clear sky
529,Storsteinnes,NO,69.2408,19.2344,26.6,93,20,2.75,few clouds
530,Chapayevka,UA,47.4711,36.3451,36.07,96,100,5.32,overcast clouds
531,Coos Bay,US,43.3665,-124.2179,52.0,66,1,28.77,clear sky
532,Taft,IR,31.7471,54.2088,50.0,22,0,6.91,clear sky
533,Catamarca,AR,-28.4696,-65.7852,73.99,83,40,8.01,scattered clouds
534,Fort Nelson,CA,58.8053,-122.7002,48.2,21,40,5.75,scattered clouds
535,Cabo San Lucas,MX,22.8909,-109.9124,84.2,21,1,11.5,clear sky
536,Xudat,AZ,41.631,48.681,48.78,56,0,3.51,clear sky
537,Sheridan,US,44.8333,-106.9173,60.8,25,1,5.75,clear sky
538,Svetlyy,RU,54.675,20.1347,41.0,75,75,13.42,broken clouds
539,Laranjeiras Do Sul,BR,-25.4078,-52.4161,60.96,76,88,4.38,overcast clouds
540,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,93,90,11.5,overcast clouds
541,Shelburne,CA,44.0787,-80.2041,41.0,59,96,5.79,overcast clouds
542,Holme,DK,56.1138,10.1725,39.2,81,75,20.71,broken clouds
543,Westport,US,41.1415,-73.3579,53.6,35,1,8.05,clear sky
544,Port Lincoln,AU,-34.7333,135.8667,68.38,64,0,10.98,clear sky
545,Paredon,MX,16.0333,-93.8667,80.58,53,30,19.06,scattered clouds
546,Abha,SA,18.2164,42.5053,59.0,51,0,4.61,clear sky
547,Bud,US,39.447,-86.1758,60.01,58,100,7.0,overcast clouds
548,Lichinga,MZ,-13.3128,35.2406,62.6,100,75,14.97,broken clouds
549,Piacabucu,BR,-10.4056,-36.4344,77.76,84,7,8.21,clear sky
550,Belmonte,BR,-15.8631,-38.8828,77.0,83,0,3.44,clear sky
551,Manokwari,ID,-0.8667,134.0833,82.58,75,100,1.86,overcast clouds
552,Porgera,PG,-5.4667,143.2,53.83,59,97,2.35,overcast clouds
553,Bilma,NE,18.6853,12.9164,72.55,10,0,6.17,clear sky
554,Khash,IR,28.2211,61.2158,58.1,27,20,4.14,few clouds
555,Barda,AZ,40.3744,47.1267,50.41,68,0,0.69,clear sky
556,Tootsi,EE,58.5781,24.7925,39.0,92,100,5.99,overcast clouds
557,Bako,ET,5.7833,36.5667,65.91,70,35,3.24,scattered clouds
558,Taoudenni,ML,22.6783,-3.9836,81.07,7,87,10.98,overcast clouds
559,Mayo,US,38.8876,-76.5119,57.99,47,1,11.92,clear sky
560,Pocone,BR,-16.2567,-56.6228,73.96,84,11,3.58,few clouds
561,Plymouth,US,41.8334,-70.8328,51.8,30,1,12.66,clear sky
562,Itajuba,BR,-22.4256,-45.4528,60.12,97,13,4.05,few clouds
563,Marang,MY,5.2056,103.2059,82.85,79,59,4.52,broken clouds
564,Tomatlan,MX,19.9333,-105.25,71.56,73,60,2.89,broken clouds
565,Antalaha,MG,-14.9003,50.2788,73.78,87,100,4.29,overcast clouds
566,Smolenka,RU,52.1352,113.4974,37.4,38,1,13.42,clear sky
567,Shenjiamen,CN,29.9576,122.298,53.56,57,0,16.89,clear sky
568,Labuan,MY,5.2767,115.2417,80.6,89,40,6.91,scattered clouds
569,Belaya Gora,RU,68.5333,146.4167,7.07,84,100,8.16,overcast clouds
570,Hammerfest,NO,70.6634,23.6821,28.4,86,75,5.75,light snow
571,Teluknaga,ID,-6.0989,106.6381,82.4,78,40,9.22,light rain
572,Alyangula,AU,-13.8483,136.4192,86.23,43,20,6.38,few clouds
573,Yarmouth,US,41.7057,-70.2286,51.8,37,1,12.66,clear sky
574,Tiarei,PF,-17.5333,-149.3333,86.0,70,20,12.66,few clouds
575,Miandrivazo,MG,-19.5167,45.4667,73.29,92,33,2.46,scattered clouds
576,Saint George,US,37.1041,-113.5841,80.01,7,1,8.05,clear sky
577,Guasdualito,VE,7.2424,-70.7324,80.6,83,100,1.14,overcast clouds
578,Plettenberg Bay,ZA,-34.0527,23.3716,64.35,97,100,8.61,light rain
579,Colares,PT,38.7992,-9.4469,57.99,72,0,9.01,clear sky
580,Washougal,US,45.5826,-122.3534,51.8,37,40,17.27,scattered clouds
581,Greytown,ZA,-29.0642,30.5928,54.57,92,0,2.71,clear sky
582,Tsubata,JP,36.6667,136.7333,51.01,79,85,11.99,overcast clouds
583,Karaton,ID,-6.3424,106.1045,82.99,78,40,9.22,light rain
584,Lagos,NG,6.5833,3.75,84.2,84,40,4.61,scattered clouds
585,Sakakah,SA,29.9697,40.2064,53.6,20,0,4.97,clear sky
586,El Campo,US,29.1966,-96.2697,64.99,68,40,5.75,scattered clouds
587,Anloga,GH,5.7947,0.8973,82.4,89,40,10.36,scattered clouds
588,Toamasina,MG,-18.1667,49.3833,75.2,94,20,4.83,few clouds
589,Kukurecani,MK,41.0956,21.3256,45.0,99,75,4.0,broken clouds
590,Namibe,AO,-15.1961,12.1522,79.48,79,33,7.45,scattered clouds
591,Borba,BR,-4.3878,-59.5939,77.34,83,87,1.5,overcast clouds
592,Areia Branca,BR,-4.9561,-37.1369,79.21,76,80,15.86,broken clouds
593,Lebowakgomo,ZA,-24.2,29.5,59.0,77,0,5.75,clear sky
594,San Pedro,PH,14.35,121.0167,86.0,66,75,4.61,broken clouds
595,Conway,US,35.0887,-92.4421,64.99,63,90,6.91,overcast clouds
596,Moengo,SR,5.6167,-54.4,74.82,96,100,2.8,light rain
597,Lao Cai,VN,22.4833,103.95,70.32,97,100,0.45,overcast clouds
598,Philadelphia,US,39.9523,-75.1638,59.0,31,1,18.41,clear sky
599,Mortka,RU,59.3322,66.0214,33.15,98,100,5.93,overcast clouds
600,Tagusao,PH,9.1924,117.8141,84.52,63,73,8.21,broken clouds
601,Aklavik,CA,68.2191,-135.0107,21.2,68,73,6.91,broken clouds
602,Pak Phanang,TH,8.3511,100.202,84.2,84,20,2.3,few clouds
603,Nakasongola,UG,1.3089,32.4564,65.61,93,100,4.5,overcast clouds
604,Erenhot,CN,43.6475,111.9767,47.23,14,100,2.19,overcast clouds
605,Vanimo,PG,-2.6741,141.3028,87.89,63,79,0.63,broken clouds
606,Madera,US,37.1666,-119.8343,64.0,65,100,4.45,overcast clouds
607,Dunhua,CN,43.3725,128.2425,52.56,20,0,11.43,clear sky
608,Fort Frances,CA,48.5999,-93.4003,53.6,32,1,5.75,clear sky
609,Pundri,IN,29.75,76.55,79.65,21,34,6.53,scattered clouds
610,Reshetnikovo,RU,56.45,36.5667,30.92,84,89,8.37,overcast clouds
611,Lasa,IT,46.6166,10.7002,37.99,74,0,4.61,clear sky
612,Malaya Serdoba,RU,52.4661,44.9512,26.37,93,15,4.97,light snow
613,Chenzhou,CN,25.8,113.0333,55.49,91,100,3.02,overcast clouds
614,Canutama,BR,-6.5339,-64.3831,74.79,96,100,1.45,overcast clouds
615,Hirara,JP,24.8,125.2833,71.6,56,40,12.66,scattered clouds
616,Aykhal,RU,66.0,111.5,-5.06,91,96,5.5,overcast clouds
617,Douentza,ML,14.9951,-2.9517,78.55,7,0,2.13,clear sky
618,Juneau,US,58.3019,-134.4197,39.2,81,90,17.27,snow
619,Saint-Joseph,RE,-21.3667,55.6167,77.0,69,0,6.91,clear sky
620,Nantucket,US,41.2835,-70.0995,46.0,67,30,17.58,scattered clouds
621,Yulin,CN,22.6333,110.15,71.37,70,100,5.26,overcast clouds
622,Natal,BR,-5.795,-35.2094,80.6,78,40,6.91,scattered clouds
623,Mayahi,NE,13.9553,7.6712,73.99,10,0,9.66,clear sky
624,Gornozavodsk,RU,58.3758,58.3211,29.41,96,100,8.77,light snow
625,Chapais,CA,49.7834,-74.8492,32.0,74,1,4.61,clear sky
626,Rayachoti,IN,14.05,78.75,80.24,69,8,3.24,clear sky
627,Puerto Escondido,MX,15.85,-97.0667,79.07,73,76,0.54,broken clouds
628,Boa Vista,BR,2.8197,-60.6733,78.8,83,75,6.91,light rain
629,Gwadar,PK,25.1216,62.3254,78.19,75,1,5.77,clear sky
630,Rockport,US,28.0206,-97.0544,70.0,83,1,10.36,clear sky
631,Saint-Denis,FR,48.9167,2.3333,39.99,87,0,3.44,clear sky
632,Williams Lake,CA,52.1415,-122.1445,45.0,60,20,5.75,few clouds
633,Chai Nat,TH,15.1167,100.1,82.99,80,98,8.28,overcast clouds
634,Anori,BR,-3.7728,-61.6442,74.5,95,99,1.36,overcast clouds
635,Urengoy,RU,65.9667,78.3667,32.41,99,100,10.69,overcast clouds
636,Brigantine,US,39.4101,-74.3646,48.99,76,1,3.44,clear sky
637,Lomovka,RU,53.9194,58.3672,33.8,75,90,17.9,overcast clouds
638,Kununurra,AU,-15.7667,128.7333,93.2,33,4,11.5,clear sky
639,Paamiut,GL,61.994,-49.6678,36.34,85,100,19.93,overcast clouds
640,Taizhou,CN,32.4933,119.9106,56.19,40,36,8.1,scattered clouds
641,Selma,US,36.5708,-119.6121,73.4,38,75,5.75,broken clouds
642,Husavik,IS,66.0449,-17.3389,17.6,57,90,11.5,overcast clouds
643,Marawi,PH,7.9986,124.2928,82.99,79,100,5.01,overcast clouds
644,Karasuk,RU,53.7377,78.0403,28.71,75,100,14.07,overcast clouds
645,Surt,LY,31.2089,16.5887,71.47,28,58,11.07,broken clouds
646,Necochea,AR,-38.5473,-58.7368,61.0,85,0,5.99,clear sky
647,Laiyang,CN,36.9758,120.7136,59.86,25,8,2.53,clear sky
648,Aktau,KZ,43.65,51.2,46.4,93,90,13.42,overcast clouds
649,Augusto Correa,BR,-1.0217,-46.635,74.62,96,97,3.0,overcast clouds
650,Ugoofaaru,MV,5.6667,73.0,83.61,68,17,12.53,few clouds
651,Baghmara,IN,23.795,86.2085,80.04,38,0,3.91,clear sky
652,Bahia Blanca,AR,-38.7196,-62.2724,70.03,57,0,11.59,clear sky
653,Alcaniz,ES,41.05,-0.1333,45.0,83,0,6.42,clear sky
654,Mocuba,MZ,-16.8392,36.9856,66.0,97,1,3.27,clear sky
655,Gigmoto,PH,13.7796,124.39,84.42,62,46,7.56,scattered clouds
656,Mwinilunga,ZM,-11.7358,24.4293,63.25,92,100,3.76,overcast clouds
657,Shingu,JP,33.7333,135.9833,60.8,59,75,24.16,broken clouds
658,Bathsheba,BB,13.2167,-59.5167,78.8,78,40,13.8,scattered clouds
659,Vanavara,RU,60.34,102.2797,13.55,79,99,8.72,overcast clouds
660,Saint-Leu,RE,-21.15,55.2833,78.8,69,0,6.91,clear sky
661,North Bend,US,43.4065,-124.2243,52.0,66,1,28.77,clear sky
662,Sarahan,IN,31.5167,77.8,51.66,58,5,4.92,clear sky
663,Aksarka,RU,66.5606,67.7975,26.04,97,100,6.51,light snow
664,Sandviken,SE,60.6167,16.7667,33.01,86,100,11.99,snow
665,Xuddur,SO,4.1213,43.8894,73.54,86,45,9.15,scattered clouds
666,Orlik,RU,52.5178,99.825,20.21,78,29,1.95,scattered clouds
667,Mandiana,GN,10.6333,-8.6833,83.28,19,25,2.75,scattered clouds
668,Gueret,FR,46.1667,1.8667,42.8,56,0,4.61,clear sky
669,Trincomalee,LK,8.5711,81.2335,78.35,83,36,4.12,scattered clouds
670,Tall Kayf,TR,37.0833,41.0667,44.6,93,0,2.3,clear sky
671,Kemijarvi,FI,66.7131,27.4306,33.46,97,100,9.1,light snow
672,Pemangkat,ID,1.1667,108.9667,82.35,73,37,5.97,scattered clouds
673,Chipinge,ZW,-20.1883,32.6236,57.99,95,3,2.71,clear sky
674,Dapaong,TG,10.8639,0.205,86.5,11,39,4.54,scattered clouds
675,Sarangani,PH,5.4033,125.4636,82.94,73,100,12.24,overcast clouds
676,Dawson Creek,CA,55.7666,-120.2362,42.8,42,1,10.36,clear sky
677,Rincon,US,32.296,-81.2354,55.4,62,1,4.61,clear sky
678,Goderich,CA,43.7501,-81.7165,33.8,80,72,3.44,broken clouds
679,Zheleznodorozhnyy,RU,55.7503,38.0042,33.01,80,0,4.47,light snow
680,Nebbi,UG,2.4783,31.0889,69.08,84,100,5.86,overcast clouds
681,Zaozerne,UA,45.1582,33.2787,41.0,77,100,13.85,overcast clouds
682,Korsakov,RU,46.6328,142.7813,44.6,31,0,11.18,clear sky
683,Tambopata,PE,-12.7333,-69.1833,72.34,98,100,1.79,overcast clouds
684,Owando,CG,-0.4819,15.8999,72.37,92,100,2.91,overcast clouds
685,Kaeo,NZ,-35.1,173.7833,73.0,61,97,1.01,overcast clouds
686,Kishorganj,BD,24.4333,90.7667,82.26,30,0,4.72,light rain
687,Aksay,RU,47.26,39.87,37.4,93,40,6.71,moderate rain
688,Zanjan,IR,36.6736,48.4787,43.74,43,0,2.8,clear sky
689,Barranca,PE,-10.75,-77.7667,71.92,75,9,2.66,clear sky
